method,target,candidate,period,lead_months,correlation,common_sample_correlation,circular_shift_p,familywise_p_0_12,n,ar_lags
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,full,0,-0.3518190188640384,-0.38106282289957205,0.07692307692307693,0.25274725274725274,126,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,full,1,-0.2872539840979236,-0.3138634570205726,0.10989010989010989,0.2967032967032967,125,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,full,2,-0.24140292913234618,-0.2661426928853902,0.14285714285714285,0.31868131868131866,124,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,full,3,-0.1871394030854015,-0.21121487827021349,0.1978021978021978,0.4835164835164835,123,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,full,4,-0.12765128732590564,-0.15635294236520392,0.3076923076923077,0.7802197802197802,122,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,full,5,-0.062382652062413495,-0.09497487711355136,0.5054945054945055,0.9560439560439561,121,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,full,6,-0.02197052050859289,-0.04841025125729259,0.7362637362637363,1.0,120,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,full,7,0.09914582332726979,0.08800299135381309,0.5384615384615384,0.9560439560439561,119,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,full,8,0.1551803727353986,0.14987662004135863,0.3956043956043956,0.7912087912087912,118,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,full,9,0.18783273444008658,0.18724448512235148,0.26373626373626374,0.6263736263736264,117,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,full,10,0.2192938707267674,0.22167462187997694,0.2087912087912088,0.43956043956043955,116,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,full,11,0.21809612254388372,0.22149628026550033,0.21978021978021978,0.43956043956043955,115,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,full,12,0.18186844792829812,0.18186844792829812,0.3516483516483517,0.6263736263736264,114,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,pre_2020,0,-0.26619723109420274,-0.2971824374433245,0.6923076923076923,0.8461538461538461,48,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,pre_2020,1,-0.21922580611944753,-0.2401082792730602,0.6923076923076923,0.9230769230769231,47,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,pre_2020,2,-0.17843515415233419,-0.18859585373345555,0.6923076923076923,1.0,46,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,pre_2020,3,-0.12188456000967471,-0.13483466608742156,0.7692307692307693,1.0,45,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,pre_2020,4,-0.042085803933959116,-0.04009661165990948,0.9230769230769231,1.0,44,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,pre_2020,5,0.021503462736327722,0.0030242976295954444,1.0,1.0,43,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,pre_2020,6,0.0547274085563598,0.02586078735956446,1.0,1.0,42,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,pre_2020,7,0.14790247512995405,0.11654489192445332,0.8461538461538461,1.0,41,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,pre_2020,8,0.08020196651426484,0.05357128690885397,0.9230769230769231,1.0,40,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,pre_2020,9,0.07616682611983429,0.046868979318659874,0.9230769230769231,1.0,39,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,pre_2020,10,0.09736649553570491,0.08602329457566789,0.8461538461538461,1.0,38,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,pre_2020,11,0.08252840256196657,0.07983852438958766,0.8461538461538461,1.0,37,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,pre_2020,12,0.060285041645050524,0.060285041645050524,0.9230769230769231,1.0,36,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,pandemic_2020_2022,0,-0.4604132801891932,-0.49890851919226864,1.0,1.0,36,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,pandemic_2020_2022,1,-0.36480893468263925,-0.23073282551435664,1.0,1.0,35,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,pandemic_2020_2022,2,-0.4040053048846259,-0.13897616670913465,1.0,1.0,34,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,pandemic_2020_2022,3,-0.4087705042899671,-0.02836242292487352,1.0,1.0,33,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,pandemic_2020_2022,4,-0.40976198097067584,-0.02382775409281162,0.5,1.0,32,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,pandemic_2020_2022,5,-0.43516032912198815,-0.038276208718156075,0.5,1.0,31,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,pandemic_2020_2022,6,-0.40651334368722336,-0.032238015493373795,1.0,1.0,30,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,pandemic_2020_2022,7,-0.19912095269974367,0.217200003548127,1.0,1.0,29,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,pandemic_2020_2022,8,0.09709533347484266,0.467142565823898,1.0,1.0,28,0
raw_annual_rates,headline_12m_pct,jp_epi_electronics_gbp_12m_pct,pandemic_2020_2022,9,0.18729326163049748,0.5169416294759414,1.0,1.0,27,0
